offers_A,demands_A,offers_B,demands_B,compatibility_percent
"[19, 95, 24, 48, 29, 19, 95, 23, 35, 18, 81, 15, 73, 28, 50, 49]","[56, 3, 65, 78, 90, 23, 88, 18, 31, 14, 5, 100, 14, 44, 43, 54]","[15, 36, 20, 15, 70, 22, 8, 92, 3, 58, 37, 86, 84, 88, 46, 88]","[9, 30, 44, 65, 5, 11, 93, 32, 61, 22, 30, 30, 30, 60, 88, 65]",68.5625
[79],[17],[13],[49],78.48101265822785
"[62, 41, 56, 89, 64, 100, 13]","[56, 3, 38, 8, 23, 26, 19]","[94, 72, 59, 74, 26, 42, 32]","[11, 24, 40, 100, 75, 97, 90]",70.57142857142857
"[10, 68, 35, 85, 4, 54, 10, 68, 19, 93, 20, 70, 29, 18, 100, 96, 66, 93, 20, 75]","[99, 20, 61, 34, 10, 36, 79, 19, 51, 13, 32, 78, 44, 55, 78, 58, 59, 6, 11, 57]","[54, 3, 88, 84, 97, 63, 10, 59, 32, 6, 42, 4, 34, 91, 28, 42, 43, 52, 35, 81]","[32, 86, 37, 12, 90, 80, 57, 56, 66, 12, 69, 55, 3, 9, 22, 52, 70, 36, 40, 11]",63.15
"[75, 71, 36]","[91, 69, 47]","[56, 85, 25]","[94, 96, 5]",74.30555555555556
"[84, 9, 22, 13, 93, 93]","[86, 45, 19, 38, 31, 97]","[98, 40, 31, 11, 67, 32]","[59, 61, 2, 38, 92, 75]",74.65986394557824
"[83, 45, 71, 82]","[56, 18, 85, 63]","[17, 86, 26, 51]","[90, 89, 22, 100]",63.0
"[83, 34, 71, 64, 26, 27]","[81, 22, 82, 86, 84, 100]","[86, 97, 22, 17, 83, 55]","[99, 60, 39, 84, 70, 10]",65.83333333333333
"[43, 86, 30, 84, 65, 46, 19, 80, 35, 13, 4, 44, 23, 73]","[72, 10, 74, 98, 23, 85, 13, 96, 87, 82, 33, 18, 77, 17]","[6, 63, 58, 77, 51, 84, 32, 63, 76, 3, 54, 59, 3, 7]","[21, 37, 74, 84, 68, 69, 71, 82, 53, 12, 26, 58, 86, 93]",70.62682215743439
"[66, 84, 43, 40, 96, 54, 52, 56, 56, 55, 46]","[14, 97, 21, 20, 32, 28, 45, 10, 11, 62, 48]","[24, 14, 69, 100, 36, 93, 84, 36, 34, 76, 18]","[99, 74, 24, 50, 35, 8, 70, 59, 72, 47, 66]",69.72727272727273
"[94, 17, 69, 8, 20, 58, 80, 54, 23, 100, 13, 21, 53, 26, 14, 36, 16, 8]","[41, 56, 100, 74, 75, 50, 27, 35, 15, 13, 12, 11, 30, 85, 90, 36, 14, 85]","[83, 58, 44, 91, 5, 86, 61, 58, 22, 69, 12, 78, 14, 59, 95, 39, 78, 18]","[5, 71, 90, 80, 67, 29, 44, 5, 45, 46, 50, 8, 45, 70, 82, 100, 28, 37]",62.80555555555556
"[38, 17, 65, 22]","[25, 70, 99, 92]","[65, 92, 65, 35]","[91, 92, 20, 52]",55.05050505050505
"[87, 46, 6, 29, 2, 76, 6, 23, 34, 19]","[71, 96, 73, 58, 46, 27, 12, 7, 92, 15]","[41, 66, 58, 68, 72, 8, 55, 2, 69, 40]","[72, 53, 84, 22, 99, 16, 25, 25, 25, 3]",72.92929292929293
"[60, 91, 5, 53, 2, 34, 5, 13]","[35, 84, 49, 84, 74, 87, 61, 61]","[95, 8, 82, 79, 49, 41, 56, 88]","[21, 76, 78, 87, 52, 81, 95, 68]",55.26315789473684
"[82, 41, 90, 81, 88, 74]","[5, 1, 99, 63, 17, 36]","[95, 95, 73, 76, 77, 77]","[8, 5, 4, 53, 75, 41]",50.0
"[59, 86, 54, 58, 70, 7, 41, 90, 77]","[80, 91, 10, 4, 7, 91, 50, 26, 92]","[41, 95, 38, 12, 74, 69, 31, 91, 41]","[2, 92, 9, 64, 25, 49, 16, 12, 33]",61.929824561403514
"[24, 41]","[26, 14]","[76, 8]","[85, 43]",65.0
"[83, 56, 48, 4, 96, 16, 74, 85, 66, 17, 14, 73, 21, 7, 24, 37, 68, 36, 92, 66]","[33, 28, 67, 89, 74, 93, 77, 50, 29, 59, 19, 21, 12, 87, 37, 82, 7, 5, 78, 87]","[8, 26, 56, 48, 93, 90, 22, 4, 37, 48, 84, 29, 50, 52, 82, 66, 82, 59, 60, 14]","[13, 39, 99, 48, 90, 79, 25, 76, 20, 35, 67, 86, 45, 54, 58, 93, 69, 1, 65, 20]",65.73232323232324
"[39, 83, 17, 91, 50, 12, 77, 40, 33, 6, 10, 50, 19, 59, 47]","[57, 96, 95, 21, 37, 76, 64, 6, 91, 50, 76, 11, 29, 89, 72]","[18, 42, 6, 23, 41, 26, 76, 75, 15, 38, 8, 66, 52, 22, 72]","[62, 25, 79, 72, 28, 62, 68, 75, 6, 66, 51, 38, 17, 61, 89]",62.361111111111114
[4],[44],[58],[92],44.56521739130435
"[15, 56, 64, 59, 7, 65]","[42, 79, 25, 37, 97, 79]","[84, 10, 21, 7, 40, 87]","[9, 68, 75, 53, 37, 30]",73.36769759450172
"[54, 37, 68, 49, 91, 81, 3, 44, 68, 64, 45, 96, 10]","[20, 38, 30, 11, 62, 53, 61, 42, 91, 84, 15, 26, 25]","[92, 43, 51, 91, 68, 64, 70, 73, 30, 78, 77, 3, 27]","[28, 43, 8, 79, 22, 84, 15, 71, 7, 92, 72, 21, 47]",65.94551282051282
"[95, 28, 95, 23, 30]","[52, 3, 26, 25, 27]","[91, 92, 15, 96, 71]","[85, 67, 47, 71, 13]",56.666666666666664
"[97, 1, 67, 93, 12, 78, 74, 54, 63, 48, 79, 85, 93, 38, 66, 64, 48, 24, 84, 27]","[68, 39, 60, 77, 8, 61, 72, 85, 31, 71, 12, 3, 1, 34, 42, 10, 99, 10, 70, 27]","[87, 5, 21, 47, 15, 62, 77, 45, 18, 44, 66, 90, 30, 20, 21, 46, 84, 17, 41, 34]","[93, 40, 26, 87, 43, 13, 78, 40, 16, 60, 51, 90, 54, 19, 43, 87, 86, 94, 69, 11]",73.4090909090909
"[61, 44, 80, 26, 12, 80, 10, 38, 82, 23, 26, 84, 80, 96, 36, 54, 8, 42, 21, 12]","[30, 16, 87, 23, 30, 17, 98, 97, 59, 36, 39, 42, 15, 41, 15, 48, 3, 42, 26, 81]","[34, 81, 35, 69, 76, 32, 57, 75, 64, 88, 35, 27, 57, 4, 27, 84, 88, 43, 10, 88]","[94, 81, 27, 83, 65, 69, 80, 66, 20, 23, 18, 21, 42, 89, 26, 82, 26, 71, 84, 79]",65.86734693877551
"[38, 28, 62, 30, 83, 4, 59, 35, 12, 24, 64]","[15, 51, 41, 33, 57, 51, 85, 78, 71, 39, 71]","[75, 41, 86, 7, 47, 55, 9, 91, 71, 73, 2]","[72, 65, 64, 94, 53, 77, 72, 17, 72, 49, 48]",65.2321083172147
"[25, 16, 65]","[35, 92, 11]","[29, 56, 100]","[18, 20, 32]",70.83333333333333
"[29, 10, 72, 19, 44, 75, 67, 24, 63, 82, 57, 62, 80, 41, 1, 26, 39, 47, 85, 14]","[77, 49, 37, 87, 52, 76, 42, 3, 26, 5, 57, 5, 1, 86, 51, 37, 71, 6, 72, 19]","[49, 94, 36, 28, 96, 69, 9, 27, 60, 48, 65, 63, 77, 3, 26, 17, 43, 80, 77, 5]","[47, 56, 76, 15, 80, 70, 56, 63, 2, 17, 78, 92, 90, 13, 97, 97, 80, 28, 58, 90]",63.47938144329897
"[41, 35]","[89, 62]","[92, 9]","[14, 84]",64.1304347826087
"[18, 78, 61, 77, 95, 3, 17, 45, 38]","[80, 44, 94, 19, 33, 79, 22, 68, 98]","[80, 8, 70, 30, 45, 35, 12, 35, 23]","[75, 99, 91, 22, 69, 76, 13, 65, 24]",69.41638608305276
"[78, 95, 82, 93, 20, 86, 24, 64, 79, 79, 56, 64, 38, 60]","[77, 13, 78, 46, 62, 35, 33, 60, 46, 1, 19, 74, 10, 15]","[45, 11, 24, 59, 13, 42, 98, 5, 50, 65, 22, 16, 68, 28]","[18, 41, 10, 25, 36, 58, 72, 84, 39, 73, 66, 95, 47, 21]",64.35860058309038
"[45, 29, 38]","[63, 9, 47]","[32, 15, 48]","[44, 100, 85]",73.83333333333333
"[87, 11, 32, 97, 18, 4, 67, 95, 53, 20, 75, 56, 53, 98, 14]","[75, 97, 10, 89, 65, 58, 86, 11, 16, 85, 49, 10, 28, 29, 24]","[63, 46, 94, 30, 19, 61, 13, 9, 2, 67, 29, 39, 4, 71, 65]","[75, 47, 24, 90, 81, 50, 97, 24, 93, 5, 38, 57, 89, 88, 97]",65.54421768707482
"[70, 2, 55, 12, 65, 14, 42, 43, 78, 20, 31, 69, 31, 29, 73, 13, 20, 7]","[32, 8, 85, 43, 12, 31, 77, 42, 8, 97, 55, 50, 33, 19, 50, 6, 49, 60]","[88, 68, 25, 12, 80, 6, 93, 72, 32, 79, 54, 84, 60, 95, 43, 8, 26, 57]","[90, 71, 44, 72, 72, 61, 32, 3, 65, 84, 81, 80, 91, 44, 79, 31, 67, 15]",68.01260022909509
"[42, 57, 76, 56, 4, 63, 92, 38, 13, 61, 100]","[56, 31, 42, 20, 64, 49, 71, 4, 63, 9, 48]","[1, 70, 51, 70, 5, 4, 23, 89, 75, 70, 65]","[85, 39, 33, 95, 31, 7, 83, 71, 60, 56, 48]",61.27272727272727
"[5, 60, 4, 29, 77, 100]","[32, 4, 70, 30, 9, 93]","[12, 18, 70, 54, 38, 80]","[22, 37, 85, 82, 20, 13]",65.16666666666667
"[24, 28, 58, 15, 15, 48, 32]","[73, 3, 11, 41, 2, 62, 77]","[56, 69, 64, 9, 86, 81, 7]","[73, 35, 19, 86, 93, 76, 86]",48.77112135176651
"[45, 7, 79, 58, 5, 48, 39, 66, 51, 45]","[69, 22, 76, 100, 58, 1, 98, 39, 47, 69]","[50, 27, 80, 84, 18, 26, 39, 95, 72, 74]","[75, 3, 5, 62, 22, 90, 38, 17, 38, 38]",75.25
"[74, 80, 48, 50, 59, 36, 58, 78, 4, 100, 73, 81, 11, 55]","[57, 86, 9, 72, 77, 98, 11, 100, 49, 16, 33, 35, 11, 52]","[20, 77, 55, 16, 19, 95, 52, 45, 22, 45, 68, 87, 45, 39]","[31, 59, 52, 44, 57, 78, 78, 24, 56, 36, 85, 55, 57, 82]",67.35714285714286
"[2, 71, 31, 48, 87, 54, 17, 46]","[98, 64, 93, 83, 83, 34, 43, 65]","[11, 1, 93, 72, 38, 84, 73, 27]","[18, 88, 40, 100, 17, 79, 51, 85]",63.375
"[59, 12, 31, 96, 53, 25, 57]","[14, 40, 60, 78, 83, 91, 88]","[21, 6, 73, 19, 13, 20, 1]","[81, 52, 68, 14, 99, 29, 29]",56.709956709956714
"[52, 34, 46, 90, 29, 87, 20, 44, 24, 15, 99, 40]","[68, 47, 34, 52, 45, 96, 38, 100, 56, 77, 9, 68]","[27, 10, 39, 91, 9, 43, 61, 62, 7, 1, 50, 81]","[30, 77, 25, 41, 37, 52, 23, 12, 22, 83, 27, 94]",64.16666666666667
[80],[48],[86],[10],37.2093023255814
"[53, 20, 81, 71, 34, 8, 39, 47, 51, 27, 41, 15, 48, 61, 89, 13, 91, 14]","[44, 25, 6, 82, 71, 87, 94, 25, 29, 70, 19, 80, 53, 33, 17, 82, 35, 17]","[27, 46, 98, 11, 91, 16, 6, 35, 33, 73, 58, 50, 26, 67, 87, 49, 19, 13]","[1, 3, 9, 35, 43, 84, 15, 39, 45, 18, 72, 49, 99, 40, 50, 89, 43, 11]",64.59034792368125
"[80, 53, 99, 44, 23, 1, 16, 5, 53, 42, 31, 13, 84, 44, 48]","[9, 53, 84, 76, 92, 4, 82, 22, 98, 47, 20, 44, 69, 33, 75]","[52, 33, 45, 50, 54, 4, 17, 81, 9, 83, 40, 5, 53, 15, 86]","[59, 48, 74, 7, 88, 79, 98, 46, 81, 89, 49, 84, 1, 2, 100]",59.53333333333333
"[32, 83, 78, 56, 10]","[61, 63, 71, 47, 36]","[17, 41, 69, 24, 70]","[16, 99, 89, 84, 86]",72.52525252525253
"[37, 54, 55, 78, 37, 67, 97, 73, 21]","[94, 95, 19, 14, 84, 87, 88, 60, 76]","[39, 63, 17, 77, 20, 66, 5, 65, 83]","[34, 72, 87, 12, 100, 78, 11, 57, 40]",64.11111111111111
"[37, 19, 95, 75, 28, 94, 14, 89, 13, 86, 63, 56, 22, 18, 82]","[54, 62, 85, 12, 20, 72, 13, 26, 30, 40, 24, 58, 2, 77, 80]","[52, 46, 51, 29, 41, 97, 46, 80, 97, 80, 18, 92, 86, 25, 92]","[64, 31, 26, 53, 11, 63, 74, 21, 65, 41, 47, 30, 63, 91, 100]",64.2
"[40, 18, 16, 42, 99, 79, 89, 87, 17, 8, 42, 26, 41, 8, 69, 51, 58]","[93, 78, 65, 13, 93, 65, 69, 28, 16, 40, 85, 22, 78, 73, 66, 56, 29]","[53, 35, 77, 41, 95, 30, 64, 15, 15, 95, 28, 80, 50, 2, 59, 44, 22]","[3, 45, 49, 48, 3, 9, 39, 44, 51, 1, 96, 17, 22, 51, 27, 69, 17]",67.2311348781937
"[44, 51, 27, 24, 20, 27, 29, 85, 63, 51, 99, 85, 14, 41, 98, 33, 81, 25, 22, 32]","[99, 94, 79, 98, 10, 92, 38, 28, 44, 4, 2, 92, 80, 74, 83, 73, 22, 98, 6, 83]","[52, 36, 6, 48, 92, 93, 49, 91, 51, 56, 97, 4, 44, 11, 41, 23, 14, 88, 17, 67]","[16, 25, 50, 87, 59, 46, 42, 39, 69, 40, 19, 16, 34, 54, 21, 76, 24, 87, 16, 10]",59.94949494949495
"[98, 28, 30, 88, 47, 35, 97, 67, 20]","[17, 8, 39, 9, 82, 86, 19, 86, 89]","[78, 11, 84, 43, 55, 28, 78, 55, 90]","[64, 72, 34, 69, 78, 34, 18, 20, 38]",66.21315192743764
"[51, 71, 41, 59, 59]","[15, 39, 39, 87, 26]","[67, 91, 95, 90, 25]","[16, 80, 41, 33, 59]",75.36842105263158
"[8, 89, 49, 32, 11, 98, 3, 14, 31, 42, 85, 92, 66]","[54, 46, 78, 41, 74, 63, 25, 11, 22, 6, 23, 70, 62]","[92, 91, 5, 8, 26, 15, 7, 59, 14, 37, 5, 13, 72]","[43, 97, 47, 68, 13, 68, 78, 29, 18, 75, 48, 96, 9]",67.73940345368918
"[89, 17, 51, 97, 62]","[7, 100, 78, 81, 93]","[91, 60, 99, 86, 81]","[7, 82, 82, 83, 26]",61.0
"[69, 8, 34, 88, 100, 85, 34]","[85, 83, 63, 40, 53, 52, 9]","[3, 17, 86, 47, 75, 20, 23]","[45, 77, 35, 74, 52, 83, 86]",67.42857142857143
"[59, 78, 76, 47, 19, 41, 77, 31, 55, 20, 11, 8]","[21, 54, 82, 2, 94, 16, 42, 58, 44, 56, 74, 52]","[93, 19, 74, 97, 77, 50, 59, 85, 98, 90, 26, 37]","[33, 97, 9, 76, 91, 60, 19, 24, 3, 20, 52, 93]",60.41666666666667
"[54, 71, 93, 40, 58, 77, 22, 83, 84, 53, 22]","[42, 42, 76, 43, 34, 41, 77, 85, 73, 51, 20]","[5, 2, 36, 1, 95, 48, 55, 90, 90, 40, 71]","[51, 11, 66, 27, 59, 36, 69, 72, 47, 32, 76]",68.99521531100478
"[73, 21, 21, 82, 55, 58, 83, 93, 63, 61]","[35, 1, 9, 99, 95, 19, 71, 50, 26, 46]","[99, 28, 13, 97, 93, 7, 64, 34, 52, 42]","[3, 88, 95, 93, 12, 59, 3, 10, 17, 98]",65.85858585858585
"[49, 45, 73, 15, 23, 43, 87, 8, 74, 17, 63, 29, 38, 26, 95, 66, 34]","[5, 18, 58, 59, 58, 69, 65, 14, 42, 53, 3, 84, 11, 13, 74, 21, 13]","[18, 83, 32, 19, 99, 3, 87, 66, 74, 63, 41, 44, 78, 18, 38, 13, 92]","[41, 51, 54, 84, 41, 32, 62, 11, 79, 22, 71, 37, 65, 83, 48, 55, 24]",70.9744503862151
"[46, 81, 35]","[18, 78, 2]","[90, 84, 89]","[5, 94, 17]",57.97872340425532
"[75, 63, 97, 58, 81, 7, 61, 79, 62, 81, 61, 2, 4, 59, 79, 91, 45]","[30, 83, 65, 89, 99, 96, 67, 31, 95, 10, 16, 22, 50, 83, 65, 84, 88]","[97, 15, 44, 77, 73, 1, 17, 4, 21, 30, 57, 48, 54, 70, 42, 32, 10]","[19, 30, 96, 38, 32, 98, 62, 84, 71, 34, 11, 79, 25, 55, 91, 2, 18]",61.70528817587641
"[91, 48, 70, 56, 8, 4, 31, 78, 69, 26, 94, 6, 59, 79, 18, 6, 4, 11]","[46, 68, 50, 50, 41, 30, 51, 67, 56, 13, 46, 68, 78, 83, 100, 23, 38, 13]","[12, 48, 56, 2, 23, 89, 58, 20, 75, 13, 75, 82, 80, 27, 21, 52, 93, 94]","[87, 49, 95, 70, 38, 19, 53, 27, 18, 52, 77, 49, 84, 84, 100, 6, 35, 18]",70.77777777777777
"[42, 95, 9, 32, 70, 34, 16]","[42, 49, 58, 8, 86, 23, 67]","[32, 25, 21, 3, 24, 48, 76]","[86, 59, 32, 82, 55, 27, 13]",73.6842105263158
"[64, 90, 70, 16, 17, 67, 12, 7, 27]","[16, 39, 96, 49, 46, 73, 10, 48, 98]","[63, 65, 89, 83, 35, 99, 89, 5, 24]","[100, 14, 37, 99, 6, 4, 28, 8, 58]",61.277777777777786
"[5, 7, 20, 25, 10, 48, 33, 36]","[85, 79, 47, 76, 2, 53, 99, 17]","[31, 42, 27, 87, 51, 5, 64, 93]","[66, 21, 66, 86, 9, 53, 83, 89]",60.79545454545455
"[84, 97, 7, 73, 41, 88, 73, 27, 41, 25, 91, 41, 26, 3, 17, 96, 68, 78, 23, 75]","[68, 72, 83, 7, 66, 52, 74, 97, 65, 73, 59, 34, 65, 60, 77, 6, 60, 85, 64, 62]","[33, 22, 63, 64, 31, 51, 65, 86, 46, 60, 12, 78, 23, 46, 58, 11, 7, 52, 22, 60]","[30, 60, 86, 88, 85, 7, 62, 53, 10, 23, 30, 76, 12, 36, 89, 59, 17, 62, 67, 55]",66.1340206185567
"[27, 53, 3, 12, 96, 38, 64, 79, 93, 68, 23, 70, 79, 72, 58, 85, 25]","[18, 31, 13, 36, 84, 46, 100, 55, 6, 59, 81, 50, 78, 97, 81, 73, 100]","[90, 54, 51, 34, 64, 90, 63, 80, 88, 99, 58, 32, 42, 53, 73, 15, 66]","[48, 90, 9, 6, 52, 60, 100, 88, 25, 100, 91, 70, 95, 82, 50, 12, 67]",67.58823529411765
"[18, 66, 54, 38, 24, 10, 56, 56, 85, 44, 5, 81, 53, 76, 92, 6]","[61, 26, 99, 69, 56, 80, 6, 8, 92, 5, 65, 51, 79, 85, 52, 99]","[45, 13, 71, 15, 10, 55, 28, 75, 87, 55, 97, 74, 63, 100, 35, 82]","[37, 38, 50, 32, 85, 76, 34, 1, 25, 28, 96, 95, 12, 92, 2, 33]",66.8125
"[58, 6, 57, 49, 94, 97, 18, 20, 22, 89, 71, 28, 79, 6, 30, 78, 7]","[11, 32, 66, 34, 86, 41, 94, 52, 61, 32, 64, 93, 40, 85, 56, 84, 59]","[34, 53, 25, 63, 98, 3, 33, 33, 88, 96, 88, 69, 31, 83, 37, 31, 43]","[50, 5, 92, 24, 52, 18, 97, 68, 71, 79, 6, 28, 86, 7, 58, 63, 29]",70.1080432172869
"[64, 46, 32]","[36, 44, 87]","[30, 92, 72]","[80, 8, 100]",68.16666666666667
"[83, 53, 24, 22, 14, 36, 69, 57]","[86, 31, 42, 86, 98, 62, 10, 60]","[21, 2, 39, 44, 99, 35, 60, 46]","[43, 86, 28, 18, 45, 44, 21, 59]",74.68434343434343
"[27, 36, 89]","[63, 28, 61]","[22, 27, 34]","[99, 16, 11]",59.76430976430976
"[58, 75, 32, 48, 61, 6, 83, 93, 78, 28, 68, 56, 36, 63, 48, 90]","[63, 63, 46, 3, 4, 16, 11, 42, 48, 31, 56, 32, 5, 9, 38, 26]","[30, 62, 59, 26, 65, 70, 46, 97, 57, 55, 4, 7, 4, 89, 47, 19]","[41, 57, 70, 41, 97, 1, 77, 74, 47, 55, 68, 73, 89, 12, 29, 76]",72.9381443298969
"[21, 100, 48, 98, 14, 75, 100, 65, 68, 80, 22, 14, 1, 21, 63, 87, 97, 75, 59, 85]","[25, 51, 21, 59, 36, 96, 14, 72, 45, 9, 88, 91, 33, 16, 62, 53, 59, 59, 15, 68]","[55, 38, 7, 57, 85, 26, 100, 52, 43, 20, 58, 31, 38, 6, 41, 34, 23, 71, 38, 86]","[52, 75, 43, 30, 53, 12, 84, 86, 87, 4, 6, 28, 100, 58, 88, 99, 72, 46, 74, 18]",69.175
"[38, 41, 32, 7]","[88, 1, 91, 92]","[35, 94, 89, 17]","[68, 73, 38, 95]",50.13157894736842
"[82, 90, 61, 72, 59, 18, 64, 86, 82, 64, 27, 97, 81, 50, 33, 27, 29, 38, 8]","[27, 92, 29, 85, 100, 77, 41, 69, 77, 36, 28, 33, 56, 58, 17, 34, 48, 33, 38]","[22, 72, 7, 21, 6, 34, 76, 91, 57, 9, 72, 9, 47, 83, 63, 52, 76, 70, 44]","[42, 92, 68, 5, 21, 98, 19, 21, 63, 54, 69, 75, 53, 97, 69, 64, 50, 47, 66]",66.78947368421052
"[31, 70, 28, 88, 78]","[16, 98, 63, 14, 71]","[27, 12, 21, 95, 74]","[39, 10, 88, 49, 14]",53.673469387755105
"[62, 67, 42, 7, 16, 84, 79, 81, 66, 87, 65, 65]","[81, 16, 100, 88, 66, 35, 98, 32, 2, 54, 7, 66]","[63, 71, 94, 77, 1, 54, 4, 42, 40, 45, 46, 37]","[35, 7, 3, 57, 35, 58, 49, 99, 62, 84, 91, 46]",70.25
"[30, 28, 27, 45, 48, 80, 37, 67, 7, 28, 13, 53, 50, 90, 46, 92, 7]","[25, 49, 10, 83, 49, 91, 60, 63, 85, 29, 9, 36, 35, 47, 33, 62, 62]","[83, 99, 92, 85, 39, 49, 12, 16, 63, 46, 17, 81, 48, 22, 35, 30, 36]","[75, 9, 2, 47, 69, 2, 72, 68, 59, 99, 58, 77, 69, 83, 15, 15, 58]",66.36957813428401
"[13, 28, 45]","[25, 48, 65]","[44, 90, 99]","[29, 52, 59]",74.91582491582491
[29],[75],[31],[95],42.10526315789474
"[36, 60, 86, 32, 85, 25, 71, 99, 74, 76]","[24, 54, 25, 45, 71, 77, 88, 85, 35, 2]","[58, 70, 50, 43, 43, 63, 72, 73, 88, 81]","[87, 91, 86, 69, 41, 2, 31, 95, 69, 32]",71.81818181818181
"[11, 33, 70, 65, 92, 65, 78, 17, 52, 24, 54, 11, 14, 36, 71, 28, 53]","[34, 23, 4, 80, 91, 55, 43, 33, 92, 77, 29, 18, 21, 15, 68, 15, 15]","[87, 83, 32, 78, 90, 96, 56, 13, 94, 48, 50, 18, 95, 81, 26, 12, 86]","[42, 99, 53, 92, 85, 47, 39, 18, 77, 72, 95, 22, 65, 36, 53, 13, 9]",70.73677956030897
"[31, 74, 47, 51, 13, 46, 57, 74, 67, 33, 30, 23, 83, 17, 96, 77, 79, 19, 88]","[50, 4, 11, 84, 72, 12, 73, 96, 86, 49, 58, 63, 51, 89, 33, 26, 9, 61, 64]","[9, 85, 51, 92, 31, 65, 73, 60, 64, 52, 11, 8, 41, 60, 69, 76, 52, 53, 74]","[57, 35, 53, 62, 42, 97, 93, 4, 8, 91, 35, 92, 24, 43, 22, 62, 10, 24, 12]",62.12696690179056
"[29, 13, 29, 91, 45, 31, 69, 58, 60, 12, 33, 97, 82, 19, 88, 72, 88]","[39, 26, 18, 91, 40, 41, 55, 43, 30, 8, 14, 95, 81, 27, 20, 37, 40]","[64, 16, 5, 35, 40, 85, 40, 25, 18, 32, 90, 28, 66, 56, 44, 57, 84]","[78, 100, 38, 85, 77, 86, 62, 97, 36, 13, 83, 4, 11, 78, 15, 5, 53]",63.26470588235295
"[45, 34, 18]","[81, 56, 34]","[36, 93, 68]","[11, 34, 22]",72.40143369175627
"[59, 91, 77, 31, 16, 86, 99, 13, 79]","[42, 24, 46, 28, 79, 53, 4, 24, 16]","[16, 82, 2, 8, 49, 77, 57, 14, 72]","[34, 23, 52, 71, 93, 40, 5, 64, 10]",54.2087542087542
"[1, 53, 9, 19, 14, 82]","[48, 12, 73, 58, 99, 83]","[40, 61, 91, 17, 76, 60]","[20, 1, 91, 60, 68, 100]",64.33333333333333
"[87, 39, 85, 72, 84, 83]","[75, 52, 9, 24, 77, 6]","[73, 4, 98, 39, 31, 92]","[25, 20, 66, 45, 37, 34]",56.71768707482994
"[2, 53, 47, 53, 29, 78, 39, 13, 81, 40, 39, 82, 68, 95, 97]","[11, 98, 100, 15, 94, 36, 71, 62, 22, 7, 62, 56, 37, 8, 68]","[59, 18, 63, 80, 74, 95, 49, 69, 87, 56, 63, 61, 46, 3, 68]","[31, 88, 16, 47, 79, 14, 89, 86, 17, 19, 68, 93, 52, 23, 89]",65.63333333333334
[46],[26],[98],[5],42.3469387755102
"[83, 53, 21, 91, 11, 55, 35, 25, 74, 95, 94]","[76, 58, 69, 49, 100, 59, 62, 50, 97, 86, 8]","[79, 97, 20, 97, 95, 20, 45, 8, 61, 39, 41]","[35, 77, 38, 35, 58, 80, 76, 52, 22, 33, 62]",64.13636363636364
[93],[2],[17],[23],54.30107526881721
"[12, 27, 79, 33, 63, 35, 80, 4, 100, 10, 2, 16, 93, 55, 93, 74]","[40, 34, 70, 31, 83, 14, 79, 29, 65, 99, 29, 76, 49, 15, 52, 53]","[97, 53, 25, 5, 28, 94, 33, 18, 41, 63, 59, 28, 90, 50, 5, 26]","[30, 32, 6, 3, 58, 9, 88, 62, 88, 31, 13, 54, 60, 46, 82, 51]",68.5
"[41, 78, 83]","[95, 98, 57]","[52, 94, 3]","[12, 2, 40]",57.6530612244898
[19],[44],[50],[80],58.125
"[14, 76, 67, 61, 40, 41, 56, 48, 46, 63, 88]","[48, 22, 87, 93, 39, 88, 79, 74, 68, 86, 32]","[100, 15, 18, 17, 76, 59, 80, 41, 60, 1, 81]","[16, 82, 39, 78, 55, 61, 70, 46, 58, 57, 97]",73.77272727272727
"[37, 64, 84, 22, 30, 14, 33, 57, 65, 50, 61, 76, 93, 23, 67, 22, 51, 22, 6, 43]","[31, 50, 98, 40, 86, 98, 96, 51, 29, 22, 35, 64, 41, 22, 69, 79, 4, 24, 82, 41]","[4, 15, 28, 62, 95, 30, 65, 78, 26, 35, 52, 45, 63, 88, 67, 6, 83, 2, 85, 29]","[88, 52, 98, 53, 85, 6, 37, 63, 62, 90, 84, 55, 42, 69, 49, 86, 14, 93, 27, 61]",69.03061224489797
"[11, 29, 92, 60]","[15, 59, 36, 42]","[30, 56, 68, 32]","[26, 37, 89, 26]",83.69565217391305
"[34, 82, 28, 40, 35, 47]","[64, 82, 54, 1, 25, 48]","[77, 100, 56, 13, 62, 32]","[77, 28, 85, 17, 32, 8]",73.58333333333333
"[98, 91, 36, 94, 24]","[33, 65, 38, 19, 34]","[13, 50, 48, 91, 38]","[7, 18, 31, 59, 5]",64.89795918367346
"[54, 12, 78, 45, 25, 87, 15, 75, 61, 14, 76, 81, 34, 38, 73]","[67, 11, 22, 79, 11, 16, 8, 32, 46, 83, 36, 2, 23, 37, 30]","[90, 29, 51, 82, 84, 57, 16, 57, 92, 49, 31, 51, 63, 22, 55]","[33, 14, 92, 30, 76, 86, 59, 15, 55, 66, 91, 60, 42, 20, 73]",72.39130434782608
"[25, 41, 64]","[7, 83, 89]","[21, 41, 73]","[68, 64, 53]",72.09737827715357
"[26, 85, 47, 20, 72, 35, 52, 99, 84, 43, 95]","[36, 18, 79, 19, 54, 13, 14, 4, 23, 75, 88]","[95, 35, 16, 29, 69, 37, 56, 15, 35, 30, 84]","[85, 38, 24, 1, 3, 86, 11, 79, 21, 19, 76]",66.16161616161617
